"Release_Number","Localized_Title_EN","System","Publisher","Country","Language","Genre","Release_Date","Dump_Group","Dump_Directory_Name","Dump_File_Name","Dump_Date","Internal_Title","Internal_Serial","Internal_Version","Complement_Check","CRC32","ROM_Size","Save_Type","Comments","Release_Notes"
"1364","Yu-Gi-Oh! - The Sacred Cards","GameBoy Advance","Konami","Europe","Multi 5","","","Rising Sun","","rs-ygosc.zip","2004-01-30","YUGIOH DM7","AGB-AY7P-EUR","1.0","FEh","D19DB37Ch","128 Mbit","SRAM_F_V102 (256Kbit)","",""
"1365","Disney's Brother Bear","GameBoy Advance","THQ","Europe","Multi 7","","","Rising Sun","","rs-dbb.zip","2004-01-30","BROTHER BEAR","AGB-BBRX-EUU","1.0","64h","FD814097h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"1366","Yu-Gi-Oh! Duel Monsters Expert 3","GameBoy Advance","Konami","Japan","Multi 6","","","WRG","","wrg-ygome3.zip","2004-02-01","YUGIOHDMEX3","AGB-BY3J-JPN","1.0","8Eh","7AB1EC04h","128 Mbit","SRAM_V113 (256Kbit)","",""
"1367","SpongeBob SquarePants - Battle for Bikini Bottom","GameBoy Advance","THQ","Europe","Multi 3","","","Independent","","fx-sbspb.zip","2004-02-01","SBSPBATTLEBB","AGB-BSQP-EUR","1.0","34h","DE4A85C0h","64 Mbit","No Save","",""
"1368","Baldur's Gate - Dark Alliance","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Cezar","","c-baldur.zip","2004-02-02","BALDURSGATE","AGB-BGDP-EUR","1.0","A1h","494492DCh","64 Mbit","EEPROM_V124 (4Kbit)","",""
"1369","Mr. Driller 2","GameBoy Advance","Infogrames","Europe","English","","","Advance-Power","","ap-mdri2.zip","2004-02-03","MR. DRILLER2","AGB-AD2P-EUR","1.0","B6h","C0E9EEBEh","32 Mbit","SRAM_F_V100 (256Kbit)","",""
"1370","Metroid - Zero Mission","GameBoy Advance","Nintendo","USA","English","","","TrashMan","","trm-mzms.zip","2004-02-04","ZEROMISSIONE","AGB-BMXE-USA","1.0","1Dh","5C61A844h","64 Mbit","SRAM_V113 (256Kbit)","",""
"1371","Puyo Pop","GameBoy Advance","Sega","Europe","Multi 2","","","BatMan","","bat-pp.zip","2004-02-04","PUYO POP","AGB-APYP-EUR","1.0","2Eh","C85DE50Eh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"1372","Disney Principesse","GameBoy Advance","THQ","Italy","Italian","","","Independent","","ind-dpit.zip","2004-02-05","DISNEY PRINC","AGB-AQPI-ITA","1.0","4Fh","481E668Eh","64 Mbit","No Save","",""
"1373","Corvette","GameBoy Advance","TDK","USA","Multi 5","","","Independent","","sp-corv.zip","2004-02-07","CORVETTE","AGB-AVCE-USA","1.0","3Dh","A4C6DB01h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"1374","Ozzy & Drix","GameBoy Advance","Midway","USA","English","","","Independent","","ind-ozzy.zip","2004-02-08","OZZY&DRIX","AGB-BOZE-USA","1.0","EFh","D7245280h","64 Mbit","No Save","",""
"1375","Mermaid Melody - PichiPichi Pitch - PichiPichi Party","GameBoy Advance","Konami","Japan","Japanese","","","Rising Sun","","rs-mmppp.zip","2004-02-10","PICHIPICHI2","AGB-BM8J-JPN","1.0","BFh","F786FFA7h","128 Mbit","SRAM_V113 (256Kbit)","",""
"1376","Jet Set Radio","GameBoy Advance","Sega","Europe","English","","","Rising Sun","","rs-jsr.zip","2004-02-10","JET SET RADI","AGB-AJRP-EUR","1.0","6Dh","716DC010h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"1377","Need For Speed - Porsche Unleashed","GameBoy Advance","Destination Software","Europe","Multi 5","","","Suxxors","","sxs-nfsp.zip","2004-02-11","NEEDFORSPEED","AGB-AZFP-EUR","1.0","4Ah","1B6B8F88h","32 Mbit","EEPROM_V124 (4Kbit)","",""
"1378","Yu-Gi-Oh! - World Championship Tournament 2004","GameBoy Advance","Konami","USA","English","","","Rising Sun","","rs-ygowc.zip","2004-02-11","YWCT2004USA","AGB-BYWE-USA","1.0","00h","69B6F229h","128 Mbit","SRAM_V113 (256Kbit)","",""
"1379","CT Special Forces","GameBoy Advance","LSP","USA","Multi 6","","","Independent","","rmr-ctsf.zip","2004-02-12","CT SPECIAL F","AGB-AC7E-USA","1.0","A1h","AEA22AE0h","32 Mbit","No Save","View/Post",""
"1380","Bruce Lee - Return of the Legend","GameBoy Advance","Vivendi","USA","English","","","Independent","","rmr-blee.zip","2004-02-12","BRUCE LEE","AGB-ALEE-USA","1.0","F8h","B2A45A4Ch","64 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1381","Famicom Mini - Vol 3 - Ice Climber","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcice.zip","2004-02-14","ICE CLIMBER","AGB-FICJ-JPN","1.0","E5h","5646F9D1h","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1382","Famicom Mini - Vol 7 - Xevious","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcxev.zip","2004-02-14","XEVIOUS","AGB-FXVJ-JPN","1.0","7Fh","65A67D75h","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1383","Famicom Mini - Vol 1 - Super Mario Bros.","GameBoy Advance","Nintendo","Japan","Japanese","","","Independent","","aksm-smbf.zip","2004-02-14","SUPER MARIO","AGB-FSMJ-JPN","1.1","98h","5848884Ch","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1384","Pitfall - The Lost Expedition","GameBoy Advance","Activision","Europe","English","","","Menace","","mnc-ptle.zip","2004-02-14","PITFALL","AGB-BPHP-EUR","1.0","B4h","DC6512D6h","64 Mbit","EEPROM_V120 (4Kbit)","View/Post",""
"1385","Famicom Mini - Vol 2 - Donkey Kong","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcdk.zip","2004-02-16","DONKEY KONG","AGB-FDKJ-JPN","1.0","B8h","D84A216Bh","8 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1386","Famicom Mini - Vol 5 - Zelda no Densetsu","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcznd.zip","2004-02-18","ZELDA 1","AGB-FZLJ-JPN","1.0","F9h","712D76E8h","8 Mbit","EEPROM_V122","View/Post",""
"1387","Famicom Mini - Vol 8 - Mappy","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcm.zip","2004-02-18","MAPPY","AGB-FMPJ-JPN","1.0","3Ch","C29E4A08h","8 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1388","Chessmaster","GameBoy Advance","Ubi Soft","Germany","German","","","Rising Sun","","rs-chess.zip","2004-02-18","CHESSMASTER","AGB-ACYD-NOE","1.0","89h","FFE786F6h","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1389","Harvest Moon - Friends of Mineral Town","GameBoy Advance","Natsume","Germany","German","","","Rising Sun","","rs-hmfom.zip","2004-02-18","HARVESTMOGER","AGB-A4ND-NOE","1.0","35h","B89CF85Dh","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1390","Famicom Mini - Vol 10 - Star Soldier","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcss.zip","2004-02-18","STAR SOLDIER","AGB-FSOJ-JPN","1.0","52h","1E23BAD4h","8 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1391","Famicom Mini - Vol 4 - Excite Bike","GameBoy Advance","Nintendo","Japan","Japanese","","","Independent","","ind-f4eb.zip","2004-02-18","EXCITEBIKE","AGB-FEBJ-JPN","1.0","FCh","32604C95h","8 Mbit","No Save","View/Post",""
"1392","Famicom Mini - Vol 9 - Bomberman","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcbm.zip","2004-02-19","BOMBER MAN","AGB-FBMJ-JPN","1.0","1Eh","C1116E40h","8 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1393","Famicom Mini - Vol 6 - Pacman","GameBoy Advance","Nintendo","Japan","Japanese","","","Rising Sun","","rs-fcpc.zip","2004-02-19","PAC-MAN","AGB-FPMJ-JPN","1.0","E6h","91ACF642h","8 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1394","Peter Pan - The Motion Picture","GameBoy Advance","Infogrames","Europe","Multi 5","","","Rising Sun","","rs-pfix.zip","2004-02-19","PETER PAN","AGB-BPTP-EUR","1.0","35h","98C27E8Ah","32 Mbit","No Save","View/Post",""
"1395","Pitfall - The Lost Expedition","GameBoy Advance","Activision","France","French","","","Rising Sun","","rs-pftlf.zip","2004-02-19","PITFALL","AGB-BPHF-NOE","1.0","BEh","846F43F3h","64 Mbit","EEPROM_V120 (4Kbit)","View/Post",""
"1396","Finding Nemo","GameBoy Advance","THQ","Europe","Multi 2","","","Independent","","ind-nemo.zip","2004-02-22","FINDING NEMO","AGB-AZIY-EUU","1.0","57h","3E6F4F03h","64 Mbit","No Save","View/Post","Mutli 2 = Italian,Spanish"
"1397","Gakuen Senki Muryou","GameBoy Advance","M²TO","Japan","Japanese","","","Rising Sun","","rs-gsm.zip","2004-02-23","GAKUENMURYOU","AGB-BGSJ-JPN","1.0","F1h","82983321h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1398","Banjo Kazooie - La vendetta di Grunty","GameBoy Advance","THQ","Italy","Italian","","","TrashMan","","trm-bkaz.zip","2004-02-23","BANJOKAZOOIE","AGB-BKZI-ITA","1.0","36h","67AD698Fh","64 Mbit","EEPROM_V122 (64Kbit)","View/Post",""
"1399","Monsters Inc.","GameBoy Advance","MONSTERS INC","Europe","Multi 3","","","Rising Sun","","rs-minc.zip","2004-02-28","MONSTERS INC","AGB-AMXX-EUU","1.0","2Fh","D13177E0h","32 Mbit","No Save","View/Post","English, Spanish and Dutch"
"1400","River City Ransom EX","GameBoy Advance","Atlus","Japan","Japanese","","","Eurasia","","eur-rivr.zip","2004-03-03","DOWNTOWN","AGB-BDTJ-JPN","1.0","26h","32E9A0BDh","32 Mbit","EEPROM_V124 (64Kbit)","View/Post",""
"1401","Atari Anniversary Advance","GameBoy Advance","Infogrames","Europe","English","","","Independent","","sp-atari.zip","2004-03-03","ATARI ANNIVE","AGB-AAVP-EUR","1.0","00h","B9B89FDFh","32 Mbit","No Save","View/Post",""
"1402","Snood","GameBoy Advance","Zoo Digital","Europe","Multi 5","","","Independent","","sp-snood.zip","2004-03-03","SNOOD","AGB-ASQP-EUR","1.0","18h","32BD1486h","32 Mbit","No Save","View/Post",""
"1403","Megaman Battle Chip Challenge","GameBoy Advance","Capcom","USA","English","","","Venom","","v-megabc.zip","2004-03-03","BATTLECHIPGP","AGB-A89E-USA","1.0","7Bh","26BE44FDh","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1404","Taiketsu Ultra Hero","GameBoy Advance","Jordan","Japan","Japanese","","","Eurasia","","eur-taik.zip","2004-03-06","ULTRAMAN","AGB-BU6J-JPN","1.0","57h","4E6BDF8Bh","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1405","Personal Data Assistant for Gameboy Advance","GameBoy Advance","Unoffical","USA","English","","","Independent","","indi-pda.zip","2004-03-06","PDA4AGB","AGB-PDA1-???","1.0","17h","6C94B233h","256 Mbit","TBA","View/Post","I know there is going to be tons of questions.
It is unlicensed, like Action Replay and GameShark you can buy them at a store. 
So take that the way you want it."
"1406","Guilty Gear X - Advance Edition","GameBoy Advance","Sammy","USA","English","","","Suxxors","","sxs-ggxa.zip","2004-03-08","GGXAE","AGB-AGXE-USA","1.0","38h","70DB3F96h","64 Mbit","FLASH_V124 (512Kbit)","View/Post",""
"1407","Shining Soul II","GameBoy Advance","Sega","Europe","Multi 5","","","Menace","","mnc-ssii.zip","2004-03-08","SHINING SOUL","AGB-AU2P-EUR","1.0","3Eh","55E503C1h","128 Mbit","FLASH512_V131 (512Kbit)","View/Post",""
"1408","Tom Clancy's Splinter Cell - Pandora Tommorow","GameBoy Advance","Ubi Soft","Europe","Multi 6","","","Rising Sun","","rs-scpt.zip","2004-03-24","PANDORATOMOR","AGB-BSLP-EUR","1.0","25h","F007DFE1h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post","RDG CRC32(DC4772AA) = Beta"
"1409","One Piece Going Baseball","GameBoy Advance","Bandai","Japan","Japanese","","","Eurasia","","eur-opgb.zip","2004-03-10","ONEPIEBASEBA","AGB-B08J-JPN","1.0","8Bh","0B77BCB8h","64 Mbit","EEPROM_V124 (64Kbit)","View/Post",""
"1410","Disney's Aladdin","GameBoy Advance","Capcom","Europe","Multi 4","","","Cezar","","c-aladin.zip","2004-03-10","ALADDIN","AGB-BADP-EUR","1.0","E5h","594FBB7Ch","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1411","Pop Idol","GameBoy Advance","Codemasters","Europe","English","","","EvlStar","","esr-idol.zip","2004-03-10","POPIDOL","AGB-BIDP-EUR","1.0","B2h","B9A7E60Dh","128 Mbit","No Save","View/Post",""
"1412","Sabre Wulf","GameBoy Advance","THQ","Europe","Multi 3","","","Rising Sun","","rs-swulf.zip","2004-03-11","SABREWULFTHQ","AGB-AWUP-EUR","1.0","0Dh","9E3EAB8Dh","64 Mbit","EEPROM_V124 (64Kbit)","View/Post",""
"1413","Tak And The Power Of JuJu","GameBoy Advance","THQ","Europe","Multi 3","","","Rising Sun","","rs-tak.zip","2003-03-11","TAK&JUJUMULT","AGB-BJUP-EUR","1.0","2Bh","0D483AA6h","64 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1414","Dr. Seuss' - The Cat in the Hat","GameBoy Advance","Vivendi","Europe","Multi 5","","","Rising Sun","","rs-cat.zip","2004-03-17","THE CAT IN T","AGB-AQTP-EUR","1.0","9Ch","A5DBE5AEh","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1415","Sword Of Mana","GameBoy Advance","Nintendo","Europe","Multi 2","","","Rising Sun","","rs-smana.zip","2004-03-17","SWORD OF MAN","AGB-AVSX-EUU","1.0","6Eh","5EE17ED1h","128 Mbit","FLASH512_V131 (512Kbit)","View/Post","French and German"
"1416","Yu-Gi-Oh! - Sugoroku no Sugoroku","GameBoy Advance","Konami","Japan","Japanese","","","Cezar","","c-yugiss.zip","2004-03-17","YUGIOU SUGO","AGB-BYSJ-JPN","1.0","64h","8D52B3C5h","64 Mbit","SRAM_F_V103 (256Kbit)","View/Post",""
"1417","Scooby-Doo 2 - Monsters Unleashed","GameBoy Advance","THQ","USA","English","","","Hyperion","","scooby_doo2.zip","2004-03-17","SCOOBY-DOO_2","AGB-BMUE-USA","1.0","4Ah","9FF01DDDh","64 Mbit","No Save","View/Post",""
"1418","R-Type III","GameBoy Advance","Destination Software","USA","English","","","Independent","","ind-rtype3.zip","2004-03-17","RTYPE III","AGB-BR3E-USA","1.0","54h","EA863F4Dh","32 Mbit","No Save","View/Post",""
"1419","Megaman Battle Chip Challenge","GameBoy Advance","Capcom","Europe","English","","","Rising Sun","","rs-mbcc.zip","2004-03-18","BATTLECHIPGP","AGB-A89P-EUR","1.0","70h","5B4631F9h","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1420","Dragon Ball Z - Taiketsu","GameBoy Advance","Infogrames","Europe","Multi 5","","","Rising Sun","","rs-dbzt.zip","2004-03-18","DRAGON BALLZ","AGB-BDBP-EUR","1.0","82h","2A7589D2h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1421","Max Payne Advance","GameBoy Advance","RockStar","Europe","Multi 3","","","Rising Sun","","rs-payne.zip","2004-03-19","MAX ADVANCE","AGB-BMEP-EUR","1.0","ABh","7D902B62h","128 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1422","Sword of Mana","GameBoy Advance","Nintendo","Europe","Multi 2","","","Rising Sun","","rs-somb.zip","2004-03-19","SWORD OF MAN","AGB-AVSY-EUU","1.0","6Dh","11A0AF49h","128 Mbit","FLASH512_V131 (512Kbit)","View/Post","Italian and Spanish"
"1423","Disney's Magical Quest 3 Starring Mickey and Donald","GameBoy Advance","Capcom","Europe","Multi 3","","","Rising Sun","","rs-mq3.zip","2004-03-21","M&D MAGICAL3","AGB-BMQP-EUR","1.0","C1h","AAD912F9h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1424","Wade Hixtons Counter Punch","GameBoy Advance","Destination Software","USA","English","","","Independent","","ind-whcp.zip","2004-03-21","WADE HIXTONS","AGB-BSRE-USA","1.0","55h","47B49060h","64 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1425","Tantei Gakuen Q - Kyukyoku Trick ni Idome","GameBoy Advance","Konami","Japan","Japanese","","","Rising Sun","","rs-tgqk.zip","2004-03-24","TANTEI-Q2","AGB-BTIJ-JPN","1.0","3Eh","77C172BDh","128 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1426","Mermaid Melody - Pichi Pichi Picchi Pichi Pichitto Live Start","GameBoy Advance","Konami","Japan","Japanese","","","Rising Sun","","rs-mmpp.zip","2004-03-24","PICHIPICHI02","AGB-B3MJ-JPN","1.0","94h","7A4FDEC3h","256 Mbit","SRAM_V112 (256Kbit)","View/Post",""
"1427","Dragon Ball Z - Bukuu Tougeki","GameBoy Advance","Banpresto","Japan","Japanese","","","Eurasia","","eur-dbzb.zip","2004-03-24","DRAGONBLBKTG","AGB-AZJJ-JPN","1.0","34h","6C0F0B86h","128 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1428","Double Dragon Advance","GameBoy Advance","Atlus","Japan","Japanese","","","Rising Sun","","rs-ddaj.zip","2004-03-24","DOUBLEDRAGON","AGB-BDDJ-JPN","1.0","40h","A3330E8Fh","32 Mbit","No Save","View/Post",""
"1429","Simple 2960 Vol. 3 - The Itsudemo Puzzle","GameBoy Advance","D3","Japan","Japanese","","","Rising Sun","","rs-s3ip.zip","2004-03-24","03:IP@2960","AGB-BS3J-JPN","1.0","78h","49B92627h","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1430","Full Metal Alchemist","GameBoy Advance","Bandai","Japan","Japanese","","","Cezar","","c-fmetal.zip","2004-03-25","HAGANERONDO","AGB-BHRJ-JPN","1.0","91h","A8CDA373h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1431","Franklin the Turtle","GameBoy Advance","The Game Factory","Europe","Multi 8","","","Cezar","","c-frnkln.zip","2004-03-25","FRANKLIN","AGB-BFKP-EUR","1.0","48h","17C48263h","32 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1432","Harvest Moon - Friends of Mineral Town","GameBoy Advance","Natsume","Europe","English","","","GBA","","gba-hmon.zip","2004-03-26","HARVESTMOGBA","AGB-A4NP-EUR","1.0","3Dh","F50F82ADh","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1433","The Powerpuff Girls - Mojo JoJo A-Go-Go","GameBoy Advance","BAM!","Europe","Multi 6","","","GBA","","gba-tpgm.zip","2004-03-26","PPG MOJOGOGO","AGB-APTP-EUR","1.0","32h","1172D0A7h","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1434","Dexter's Laboratory - Deesaster Strikes","GameBoy Advance","BAM!","Europe","Multi 5","","","GBA","","gba-dext.zip","2004-03-26","DLDEESASTER","AGB-ADLP-EUR","1.0","7Eh","3E8012BFh","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1435","Yu-Gi-Oh! - World Championship Tournament 2004","GameBoy Advance","Konami","Europe","Multi 6","","","GBA","","gba-ygwe.zip","2004-03-26","YWCT2004EUR","AGB-BYWP-EUR","1.0","A1h","31EDEF1Bh","128 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1436","Disney's The Jungle Book","GameBoy Advance","Ubi Soft","USA","Multi 6","","","Psychosis","","pcs-tjb.zip","2004-03-28","JUNGLE BOOK","AGB-AJFE-USA","1.0","C6h","E9A21637h","64 Mbit","No Save","View/Post",""
"1437","Street Jam Basketball","GameBoy Advance","Destination Software","USA","English","","","Rising Sun","","rs-sjb.zip","2004-03-29","STREETJAM","AGB-A3ZE-USA","1.0","2Dh","3F20A970h","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1438","Duel Masters 2","GameBoy Advance","Takara","Japan","Japanese","","","Rising Sun","","rs-dm2j.zip","2004-04-05","DUELMASTERS2","AGB-BD2J-JPN","1.0","5Ch","DF6793D3h","128 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1439","Liliput Oukoku","GameBoy Advance","Sega","Japan","Japanese","","","Rising Sun","","rs-lili.zip","2004-03-31","LILLIPUT","AGB-BRPJ-JPN","1.0","2Ch","1AFAB451h","64 Mbit","EEPROM_V124 (64Kbit)","View/Post",""
"1440","Boboboubo Boubobo - 9 Kiwame Senshi Gyagu Yuugou","GameBoy Advance","Hudson","Japan","Japanese","","","Rising Sun","","rs-bobo3.zip","2004-03-31","BO_BOBO3_GBA","AGB-BB9J-JPN","1.0","73h","0BD9700Bh","128 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1441","Digimon Racing","GameBoy Advance","Bandai","Japan","Japanese","","","Eurasia","","eur-dgmr.zip","2004-04-01","DIGIMONRACIN","AGB-BDJJ-JPN","1.0","4Fh","C50468A8h","64 Mbit","EEPROM_V124 (4Kbit)","View/Post",""
"1442","Animal Snap - Rescue Them 2 By 2","GameBoy Advance","Ubi Soft","USA","English","","","Independent","","rmr.as22.zip","2004-04-01","ANIMAL SNAP","AGB-AAQE-USA","1.0","91h","85B0A090h","16 Mbit","No Save","View/Post",""
"1443","David Beckham Soccer","GameBoy Advance","Majesco Sales","USA","Multi 2","","","Independent","","rmr-dbsp.zip","2004-04-01","DAVID BECKHA","AGB-ABQE-USA","1.0","96h","7E4DB1CCh","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1444","Antz Extreme Racing","GameBoy Advance","LSP","USA","English","","","Independent","","rmr-aexr.zip","2004-04-01","ANTZ RACING","AGB-ANUE-USA","1.0","92h","F4EFC5EDh","32 Mbit","No Save","View/Post",""
"1445","CT Special Forces 3 - Bioterror","GameBoy Advance","LSP","Europe","Multi 6","","","Rising Sun","","rs-cts3.zip","2004-04-05","CT SPECIAL F","AGB-BC3P-EUR","1.0","9Ch","7DC40EDAh","64 Mbit","No Save","View/Post",""
"1446","Demon Driver - Time to Burn Rubber!","GameBoy Advance","Ubi Soft","USA","English","","","TrashMan","","trm-ddbr.zip","2004-04-05","DEMON DRIVER","AGB-A9AE-USA","1.0","6Eh","9374AF5Eh","32 Mbit","No Save","View/Post",""
"1447","Mission Impossible - Operation Surma","GameBoy Advance","Infogrames","USA","Multi 3","","","TrashMan","","trm-mios.zip","2004-04-05","MIMPOSSIBLE","AGB-AIHE-USA","1.0","8Fh","F3DC4E3Eh","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1448","Disney's Home on the Range","GameBoy Advance","Ubi Soft","USA","Multi 2","","","Mode7","","m7-hotr.zip","2004-04-05","DISNEY HOTR","AGB-BHME-USA","1.0","87h","51843C2Eh","64 Mbit","No Save","View/Post",""
"1449","A Sound of Thunder","GameBoy Advance","BAM!","Europe","Multi 5","","","Rising Sun","","rs-soth.zip","2004-04-06","SOUND OF THU","AGB-A3QP-EUR","1.0","6Bh","CF404AEEh","64 Mbit","No Save","View/Post",""
"1450","Ice Nine","GameBoy Advance","BAM!","Europe","Multi 5","","","Rising Sun","","rs-ice9.zip","2004-04-06","ICE NINE","AGB-AR3E-USA","1.0","A9h","14C23257h","64 Mbit","EEPROM_V120 (4Kbit)","View/Post",""
"1451","Scooby-Doo 2 - Monster Unleashed","GameBoy Advance","THQ","Europe","Multi 5","","","Rising Sun","","rs-sdoo2.zip","2004-04-07","SCOOBY DOO 2","AGB-BMUX-EUU","1.0","83h","7BDAB2CFh","64 Mbit","No Save","View/Post",""
"1452","Metroid - Zero Mission","GameBoy Advance","Nintendo","Europe","Multi 5","","","Rising Sun","","rs-zero.zip","2004-04-07","ZEROMISSIONP","AGB-BMXP-EUR","1.0","07h","F1D92E63h","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1453","Pikapika Nurse Monogatari","GameBoy Advance","TDK","Japan","Japanese","","","Rising Sun","","rs-ppnm.zip","2004-04-09","NA-SU","AGB-BPNJ-JPN","1.0","41h","80A081FEh","32 Mbit","EEPROM_V124 (64Kbit)","View/Post",""
"1454","Hoshi no Kirby - Kagami no Daimeikyuu","GameBoy Advance","Nintendo","Japan","Japanese","","","Eurasia","","eur-kirh.zip","2004-04-13","AGB KIRBY AM","AGB-B8KJ-JPN","1.0","C7h","683D772Ch","128 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1455","FightBox","GameBoy Advance","BBC Worldwide","Europe","English","","","TrashMan","","trm-fb.zip","2004-04-14","FIGHTBOX","AGB-BOXP-EUR","1.0","3Fh","928B4E05h","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1456","BookWorm","GameBoy Advance","Majesco Sales","USA","English","","","Rising Sun","","rs-book.zip","2004-04-15","BOOKWORM","AGB-BKWE-USA","1.0","3Ch","451EE43Fh","32 Mbit","EEPROM_V122 (4Kbit)","View/Post",""
"1457","Rockman Zero 3","GameBoy Advance","Capcom","Japan","Japanese","","","Eurasia","","eur-rmz3.zip","2004-04-20","ROCKMANZERO3","AGB-BZ3J-JPN","1.0","52h","5A2C41A9h","64 Mbit","SRAM_V113 (256Kbit)","View/Post",""
"1458","Mario Golf - Advance Tour","GameBoy Advance","Nintendo","Japan","Japanese","","","Eurasia","","eur-mglf.zip","2004-04-21","MARIOGOLFGBA","AGB-BMGJ-JPN","1.0","66h","A8342A16h","128 Mbit","SRAM_V113 (256 KBit)","View/Post",""
"1459","Shifting Gears - Road Trip","GameBoy Advance","Conspiracy","USA","English","","","Rising Sun","","rs-sgrt.zip","2004-04-21","ROADTRIPSHIF","AGB-A6RE-USA","1.0","25h","549BF1C5h","32 Mbit","SRAM_F_V102 (256Kbit)","View/Post",""
